#Note 1: The lat. lon. and depth are corresponding to the centroid location of each subfault
#Note 2: Asymetric cosine functions are used to approximate the slip rate functions (Ji, et al., 2003JGR)
#Total number of fault_segments=     1
#Fault_segment=   1 nx(Along-strike)=  25 Dx= 20.00 km ny(downdip)=  11 Dy= 16.00 km
#+++Boundary of Fault_segment+++     1
#Lon.    Lat.    Depth
       92.8907         9.5362        47.3269
       91.5204         9.6559        -0.7860
       91.8976         13.9591       -0.7860
       93.2678         13.8394       47.3269
       92.8907         9.5362        47.3269
#Lat. 	     Lon.      depth 	 slip     rake 	    strike	dip
    9.6559   91.5204  -0.7860    0.3135  112.1538   5.00000	17.50000  
    9.8352   91.5362  -0.7860    0.0301   94.5035   5.00000	17.50000  
   10.0145   91.5519  -0.7860    0.2254   68.7093   5.00000	17.50000  
   10.1938   91.5676  -0.7860    0.0771   74.6814   5.00000	17.50000  
   10.3731   91.5833  -0.7860    0.1195   69.1179   5.00000	17.50000  
   10.5524   91.5990  -0.7860    0.4058  142.2028   5.00000	17.50000  
   10.7317   91.6147  -0.7860    0.3270  105.3328   5.00000	17.50000  
   10.9110   91.6304  -0.7860    0.7926   50.2736   5.00000	17.50000  
   11.0903   91.6461  -0.7860    1.0333   41.6222   5.00000	17.50000  
   11.2696   91.6619  -0.7860    1.3080   45.7686   5.00000	17.50000  
   11.4489   91.6776  -0.7860    1.9657   46.4950   5.00000	17.50000  
   11.6282   91.6933  -0.7860    1.8901   49.3008   5.00000	17.50000  
   11.8075   91.7090  -0.7860    1.3168   46.3028   5.00000	17.50000  
   11.9868   91.7247  -0.7860    0.7439   82.9245   5.00000	17.50000  
   12.1661   91.7404  -0.7860    0.4818   91.3007   5.00000	17.50000  
   12.3454   91.7561  -0.7860    0.0220  148.3965   5.00000	17.50000  
   12.5247   91.7719  -0.7860    0.1540   53.5763   5.00000	17.50000  
   12.7040   91.7876  -0.7860    0.0437   49.0053   5.00000	17.50000  
   12.8833   91.8033  -0.7860    0.1789   68.0315   5.00000	17.50000  
   13.0626   91.8190  -0.7860    0.6786   59.8313   5.00000	17.50000  
   13.2419   91.8347  -0.7860    0.8053   45.5090   5.00000	17.50000  
   13.4212   91.8504  -0.7860    0.5650   66.8028   5.00000	17.50000  
   13.6005   91.8661  -0.7860    0.3578  108.8727   5.00000	17.50000  
   13.7798   91.8818  -0.7860    0.2094  116.8323   5.00000	17.50000  
   13.9591   91.8976  -0.7860    0.2393   55.3528   5.00000	17.50000  
    9.6439   91.6575   4.0253    0.3068   71.3310   5.00000	17.50000  
    9.8232   91.6732   4.0253    0.4844   45.7626   5.00000	17.50000  
   10.0025   91.6889   4.0253    0.4870   55.3754   5.00000	17.50000  
   10.1818   91.7046   4.0253    0.0429   97.7396   5.00000	17.50000  
   10.3611   91.7203   4.0253    0.0503   38.9152   5.00000	17.50000  
